"","par","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"91","pr[89]",0.520070070051044,0.000416897659607073,0.0147160262119232,0.492403213362497,0.510043924798248,0.519642469414931,0.529878708722408,0.548967647055169,1246.01190350106,1.00196095414273
"92","pr[90]",0.51524485832724,0.000415999845554648,0.014659523177899,0.487691402819992,0.505245439082014,0.51479619675952,0.524999652163184,0.544076490251178,1241.80484567671,1.00197057278453
"93","pr[91]",0.510498244169845,0.000415033870247817,0.0146016870796046,0.483071762179767,0.500557296386838,0.510050578577155,0.520192455457962,0.539252592865272,1237.76726757983,1.00197988877559
"94","pr[92]",0.505828672922401,0.000414004268118005,0.0145426322981603,0.478549789293928,0.495919593266543,0.505374864141296,0.51546820775631,0.534469810120416,1233.88990156129,1.00198891431942
"95","pr[93]",0.501234612739665,0.000412915328175088,0.0144824665035351,0.474098200341131,0.491373857401157,0.500761692391902,0.510804928732154,0.529760782016774,1230.16411871758,1.00199766103942
"96","pr[94]",0.496714555551671,0.000411771106315016,0.0144212910166954,0.469708780195065,0.486904536040247,0.496219177970117,0.50623933776479,0.525158801491337,1226.58187603377,1.00200614000893
"97","pr[95]",0.492267017850622,0.000410575437128227,0.0143592011546981,0.465393112288004,0.482492215603247,0.491738640064241,0.50174027907008,0.520659040014257,1223.1356686018,1.00201436177976
"98","pr[96]",0.487890541319849,0.000409331945209557,0.0142962865591392,0.461149577651512,0.478143261070599,0.487355138623727,0.497295954142164,0.516156423560854,1219.81848636372,1.00202233640934
"99","pr[97]",0.483583693322216,0.000408044055974424,0.0142326315084311,0.456976593700301,0.473865767569591,0.483040667237808,0.49290636986344,0.511715801796366,1216.62377489392,1.00203007348638
"100","pr[98]",0.479345067263575,0.000406715005988998,0.0141683152144233,0.4528726139258,0.469679755057147,0.478808728153129,0.488632595647189,0.507341916143187,1213.54539979346,1.00203758215525
"101","pr[99]",0.47517328284538,0.000405347852824625,0.0141034121039158,0.448836127520416,0.46554225261089,0.474638519893531,0.484418167408634,0.503056987771121,1210.57761431846,1.002044871139
"102","pr[100]",0.471066986219112,0.000403925498642384,0.0140379920856326,0.444865658942686,0.461481773360683,0.470526729822598,0.480271401509125,0.498835823101525,1207.83454578909,1.00205194876125
"103","lp__",-389.363283160377,0.0265639492002323,0.94043611019129,-391.874858238423,-389.730880630171,-389.09558701316,-388.691822869524,-388.42479158865,1253.35272882982,1.0022621290423
